iso3,indicator,year,quintile,value,source
NAM,TECI_PNEUHCP,2007,WQ2,67.1,Demographic and Health Survey 2006-2007
NAM,TECI_PNEUHCP,2007,WQ3,75.9,Demographic and Health Survey 2006-2007
NAM,TECI_PNEUHCP,2007,WQ4,80.8,Demographic and Health Survey 2006-2007
NAM,TECI_PNEUHCP,2013,ALL,68.0,Demographic and Health Survey 2013
NER,TECI_ORS,2000,ALL,14.3,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2000,WQ1,8.3,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2000,WQ2,11.0,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2000,WQ3,16.1,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2000,WQ4,13.8,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2000,WQ5,25.0,Multiple Indicator Cluster Survey 2000
NER,TECI_ORS,2006,ALL,17.6,Demographic and Health Survey 2006
NER,TECI_ORS,2006,WQ1,13.9,Demographic and Health Survey 2006
NER,TECI_ORS,2006,WQ2,14.3,Demographic and Health Survey 2006
NER,TECI_ORS,2006,WQ3,14.4,Demographic and Health Survey 2006
NER,TECI_ORS,2006,WQ4,17.4,Demographic and Health Survey 2006
NER,TECI_ORS,2006,WQ5,31.8,Demographic and Health Survey 2006
NER,TECI_ORS,2012,ALL,44.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2012,WQ1,34.1,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2012,WQ2,44.5,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2012,WQ3,45.2,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2012,WQ4,47.5,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2012,WQ5,49.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_ORS,2015,ALL,40.8,Etude Nationale d’Evaluation d’Indicateurs Socio-Economiques et Démographiques 2015
NER,TECI_PNEUHCP,2000,ALL,27.1,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2000,WQ1,18.9,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2000,WQ2,16.7,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2000,WQ3,21.0,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2000,WQ4,22.1,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2000,WQ5,59.2,Multiple Indicator Cluster Survey 2000
NER,TECI_PNEUHCP,2006,ALL,47.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2006,WQ1,40.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2006,WQ2,44.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2006,WQ3,41.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2006,WQ4,50.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2006,WQ5,66.0,Multiple Indicator Cluster Survey 2006
NER,TECI_PNEUHCP,2012,ALL,53.1,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2012,WQ1,46.5,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2012,WQ2,51.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2012,WQ3,45.1,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2012,WQ4,53.4,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2012,WQ5,71.2,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
NER,TECI_PNEUHCP,2015,ALL,59.3,Etude Nationale d’Evaluation d’Indicateurs SocioEconomiques et Démographiques 2015
NGA,TECI_ORS,2003,ALL,18.2,Demographic and Health Survey 2003
NGA,TECI_ORS,2003,WQ1,12.6,Demographic and Health Survey 2003
NGA,TECI_ORS,2003,WQ2,14.8,Demographic and Health Survey 2003
NGA,TECI_ORS,2003,WQ3,18.5,Demographic and Health Survey 2003
NGA,TECI_ORS,2003,WQ4,21.1,Demographic and Health Survey 2003
NGA,TECI_ORS,2003,WQ5,37.7,Demographic and Health Survey 2003
NGA,TECI_ORS,2008,ALL,25.5,Demographic and Health Survey 2008
NGA,TECI_ORS,2011,ALL,26.0,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2011,WQ1,12.0,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2011,WQ2,20.7,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2011,WQ3,35.1,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2011,WQ4,37.7,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2011,WQ5,56.3,Multiple Indicator Cluster Survey 2011
NGA,TECI_ORS,2013,ALL,33.7,Demographic and Health Survey 2013
NGA,TECI_ORS,2013,WQ1,20.4,Demographic and Health Survey 2013
NGA,TECI_ORS,2013,WQ2,30.3,Demographic and Health Survey 2013
NGA,TECI_ORS,2013,WQ3,38.4,Demographic and Health Survey 2013
NGA,TECI_ORS,2013,WQ4,42.8,Demographic and Health Survey 2013
NGA,TECI_ORS,2013,WQ5,53.0,Demographic and Health Survey 2013
NGA,TECI_ORS,2017,ALL,36.8,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2017,WQ1,25.5,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2017,WQ2,29.2,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2017,WQ3,44.9,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2017,WQ4,48.8,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2017,WQ5,49.2,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_ORS,2018,ALL,40.0,Demographic and Health Survey 2018
NGA,TECI_ORS,2018,WQ1,33.4,Demographic and Health Survey 2018
NGA,TECI_ORS,2018,WQ2,36.0,Demographic and Health Survey 2018
NGA,TECI_ORS,2018,WQ3,40.9,Demographic and Health Survey 2018
NGA,TECI_ORS,2018,WQ4,47.6,Demographic and Health Survey 2018
NGA,TECI_ORS,2018,WQ5,63.1,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2003,ALL,33.0,Demographic and Health Survey 2003
NGA,TECI_PNEUHCP,2008,ALL,45.4,Demographic and Health Survey 2008
NGA,TECI_PNEUHCP,2008,WQ1,31.9,Demographic and Health Survey 2008
NGA,TECI_PNEUHCP,2008,WQ2,40.3,Demographic and Health Survey 2008
NGA,TECI_PNEUHCP,2008,WQ3,55.6,Demographic and Health Survey 2008
NGA,TECI_PNEUHCP,2008,WQ4,60.7,Demographic and Health Survey 2008
NGA,TECI_PNEUHCP,2011,ALL,39.7,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2011,WQ1,27.8,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2011,WQ2,33.9,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2011,WQ3,47.2,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2011,WQ4,45.0,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2011,WQ5,74.5,Multiple Indicator Cluster Survey 2011
NGA,TECI_PNEUHCP,2013,ALL,34.5,Demographic and Health Survey 2013
NGA,TECI_PNEUHCP,2013,WQ1,26.8,Demographic and Health Survey 2013
NGA,TECI_PNEUHCP,2013,WQ2,27.7,Demographic and Health Survey 2013
NGA,TECI_PNEUHCP,2013,WQ3,40.7,Demographic and Health Survey 2013
NGA,TECI_PNEUHCP,2013,WQ4,36.9,Demographic and Health Survey 2013
NGA,TECI_PNEUHCP,2017,ALL,23.7,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2017,WQ1,22.6,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2017,WQ2,27.5,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2017,WQ3,20.2,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2017,WQ4,21.5,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2017,WQ5,27.5,Multiple Indicator Cluster Survey 2016-2017
NGA,TECI_PNEUHCP,2018,ALL,40.1,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2018,WQ1,40.3,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2018,WQ2,37.9,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2018,WQ3,35.0,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2018,WQ4,41.0,Demographic and Health Survey 2018
NGA,TECI_PNEUHCP,2018,WQ5,54.7,Demographic and Health Survey 2018
RWA,TECI_ORS,2000,ALL,13.6,Demographic and Health Survey 2000
RWA,TECI_ORS,2005,ALL,11.6,Demographic and Health Survey 2005
RWA,TECI_ORS,2005,WQ1,10.6,Demographic and Health Survey 2005
RWA,TECI_ORS,2005,WQ2,6.6,Demographic and Health Survey 2005
RWA,TECI_ORS,2005,WQ3,10.2,Demographic and Health Survey 2005
RWA,TECI_ORS,2005,WQ4,14.3,Demographic and Health Survey 2005
RWA,TECI_ORS,2005,WQ5,18.1,Demographic and Health Survey 2005
RWA,TECI_ORS,2008,ALL,21.3,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2008,WQ1,18.1,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2008,WQ2,13.9,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2008,WQ3,15.5,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2008,WQ4,30.8,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2008,WQ5,31.4,Demographic and Health Survey 2007-2008
RWA,TECI_ORS,2011,ALL,29.1,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2011,WQ1,21.9,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2011,WQ2,30.4,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2011,WQ3,32.0,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2011,WQ4,29.6,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2011,WQ5,37.0,Demographic and Health Survey 2010-2011
RWA,TECI_ORS,2015,ALL,27.5,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2015,WQ1,21.7,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2015,WQ2,28.9,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2015,WQ3,26.3,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2015,WQ4,30.4,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2015,WQ5,36.7,Demographic and Health Survey 2014-2015
RWA,TECI_ORS,2020,ALL,34.1,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_ORS,2020,WQ1,31.1,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_ORS,2020,WQ2,33.5,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_ORS,2020,WQ3,38.4,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_ORS,2020,WQ4,37.5,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_ORS,2020,WQ5,29.9,Demographic and Health Survey Key Indicators Report 2019-2020
RWA,TECI_PNEUHCP,2000,ALL,16.0,Demographic and Health Survey 2000
RWA,TECI_PNEUHCP,2005,ALL,28.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2005,WQ1,23.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2005,WQ2,27.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2005,WQ3,25.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2005,WQ4,23.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2005,WQ5,43.0,Demographic and Health Survey 2005
RWA,TECI_PNEUHCP,2008,ALL,28.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2008,WQ1,16.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2008,WQ2,23.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2008,WQ3,25.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2008,WQ4,37.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2008,WQ5,43.0,Demographic and Health Survey 2007-2008
RWA,TECI_PNEUHCP,2011,ALL,50.2,Demographic and Health Survey 2010-2011
RWA,TECI_PNEUHCP,2011,WQ1,40.3,Demographic and Health Survey 2010-2011
RWA,TECI_PNEUHCP,2011,WQ2,49.6,Demographic and Health Survey 2010-2011
RWA,TECI_PNEUHCP,2011,WQ3,48.7,Demographic and Health Survey 2010-2011
RWA,TECI_PNEUHCP,2011,WQ5,74.8,Demographic and Health Survey 2010-2011
RWA,TECI_PNEUHCP,2015,ALL,53.9,Demographic and Health Survey 2014-2015
RWA,TECI_PNEUHCP,2015,WQ1,44.8,Demographic and Health Survey 2014-2015
RWA,TECI_PNEUHCP,2015,WQ2,55.1,Demographic and Health Survey 2014-2015
RWA,TECI_PNEUHCP,2015,WQ3,57.5,Demographic and Health Survey 2014-2015
RWA,TECI_PNEUHCP,2015,WQ4,54.9,Demographic and Health Survey 2014-2015
RWA,TECI_PNEUHCP,2015,WQ5,64.7,Demographic and Health Survey 2014-2015
SEN,TECI_ORS,2000,ALL,13.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2000,WQ1,9.5,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2000,WQ2,14.3,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2000,WQ3,17.8,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2000,WQ4,7.9,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2000,WQ5,13.5,Multiple Indicator Cluster Survey 2000
SEN,TECI_ORS,2005,ALL,15.0,Demographic and Health Survey 2005
SEN,TECI_ORS,2005,WQ1,10.8,Demographic and Health Survey 2005
SEN,TECI_ORS,2005,WQ2,10.5,Demographic and Health Survey 2005
SEN,TECI_ORS,2005,WQ3,13.9,Demographic and Health Survey 2005
SEN,TECI_ORS,2005,WQ4,19.9,Demographic and Health Survey 2005
SEN,TECI_ORS,2005,WQ5,23.5,Demographic and Health Survey 2005
SEN,TECI_ORS,2011,ALL,22.4,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2011,WQ1,20.5,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2011,WQ2,19.4,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2011,WQ3,21.4,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2011,WQ4,21.9,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2011,WQ5,30.7,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_ORS,2013,ALL,17.2,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2013,WQ1,13.3,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2013,WQ2,17.5,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2013,WQ3,17.5,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2013,WQ4,16.6,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2013,WQ5,24.6,Demographic and Health Survey 2012-2013
SEN,TECI_ORS,2014,ALL,22.6,Demographic and Health Survey 2014
SEN,TECI_ORS,2014,WQ1,24.0,Demographic and Health Survey 2014
SEN,TECI_ORS,2014,WQ2,26.2,Demographic and Health Survey 2014
SEN,TECI_ORS,2014,WQ3,21.2,Demographic and Health Survey 2014
SEN,TECI_ORS,2014,WQ4,16.8,Demographic and Health Survey 2014
SEN,TECI_ORS,2014,WQ5,23.6,Demographic and Health Survey 2014
SEN,TECI_ORS,2015,ALL,31.6,Demographic and Health Survey 2015
SEN,TECI_ORS,2015,WQ1,28.1,Demographic and Health Survey 2015
SEN,TECI_ORS,2015,WQ2,33.1,Demographic and Health Survey 2015
SEN,TECI_ORS,2015,WQ3,34.6,Demographic and Health Survey 2015
SEN,TECI_ORS,2015,WQ4,37.3,Demographic and Health Survey 2015
SEN,TECI_ORS,2015,WQ5,23.3,Demographic and Health Survey 2015
SEN,TECI_ORS,2016,ALL,20.5,Demographic and Health Survey 2016
SEN,TECI_ORS,2016,WQ1,23.2,Demographic and Health Survey 2016
SEN,TECI_ORS,2016,WQ2,19.9,Demographic and Health Survey 2016
SEN,TECI_ORS,2016,WQ3,26.7,Demographic and Health Survey 2016
SEN,TECI_ORS,2016,WQ4,10.3,Demographic and Health Survey 2016
SEN,TECI_ORS,2016,WQ5,22.2,Demographic and Health Survey 2016
SEN,TECI_ORS,2017,ALL,27.9,Demographic and Health Survey 2017
SEN,TECI_ORS,2017,WQ1,23.4,Demographic and Health Survey 2017
SEN,TECI_ORS,2017,WQ2,30.6,Demographic and Health Survey 2017
SEN,TECI_ORS,2017,WQ3,33.0,Demographic and Health Survey 2017
SEN,TECI_ORS,2017,WQ4,26.8,Demographic and Health Survey 2017
SEN,TECI_ORS,2017,WQ5,23.9,Demographic and Health Survey 2017
SEN,TECI_ORS,2018,ALL,30.3,Demographic and Health Survey 2018
SEN,TECI_ORS,2018,WQ1,27.8,Demographic and Health Survey 2018
SEN,TECI_ORS,2018,WQ2,27.0,Demographic and Health Survey 2018
SEN,TECI_ORS,2018,WQ3,34.1,Demographic and Health Survey 2018
SEN,TECI_ORS,2018,WQ4,30.4,Demographic and Health Survey 2018
SEN,TECI_ORS,2018,WQ5,34.7,Demographic and Health Survey 2018
SEN,TECI_ORS,2019,ALL,26.0,Demographic and Health Survey 2019
SEN,TECI_ORS,2019,WQ1,24.3,Demographic and Health Survey 2019
SEN,TECI_ORS,2019,WQ2,32.3,Demographic and Health Survey 2019
SEN,TECI_ORS,2019,WQ3,27.0,Demographic and Health Survey 2019
SEN,TECI_ORS,2019,WQ4,27.4,Demographic and Health Survey 2019
SEN,TECI_ORS,2019,WQ5,18.8,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2000,ALL,27.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2000,WQ1,20.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2000,WQ2,23.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2000,WQ3,36.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2000,WQ4,28.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2000,WQ5,33.0,Multiple Indicator Cluster Survey 2000
SEN,TECI_PNEUHCP,2005,ALL,47.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2005,WQ1,35.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2005,WQ2,38.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2005,WQ3,42.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2005,WQ4,57.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2005,WQ5,61.0,Demographic and Health Survey 2005
SEN,TECI_PNEUHCP,2011,ALL,49.9,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2011,WQ1,32.1,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2011,WQ2,38.4,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2011,WQ3,55.9,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2011,WQ4,47.5,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2011,WQ5,69.0,Multiple Indicator Cluster Survey-Demographic and Health Survey 2010-2011
SEN,TECI_PNEUHCP,2013,ALL,53.0,Demographic and Health Survey 2012-2013
SEN,TECI_PNEUHCP,2013,WQ1,37.0,Demographic and Health Survey 2012-2013
SEN,TECI_PNEUHCP,2014,ALL,42.2,Demographic and Health Survey 2014
SEN,TECI_PNEUHCP,2014,WQ1,48.0,Demographic and Health Survey 2014
SEN,TECI_PNEUHCP,2015,ALL,48.2,Demographic and Health Survey 2015
SEN,TECI_PNEUHCP,2015,WQ1,40.2,Demographic and Health Survey 2015
SEN,TECI_PNEUHCP,2015,WQ2,55.5,Demographic and Health Survey 2015
SEN,TECI_PNEUHCP,2016,ALL,48.1,Demographic and Health Survey 2016
SEN,TECI_PNEUHCP,2016,WQ1,41.8,Demographic and Health Survey 2016
SEN,TECI_PNEUHCP,2016,WQ2,48.6,Demographic and Health Survey 2016
SEN,TECI_PNEUHCP,2016,WQ3,39.0,Demographic and Health Survey 2016
SEN,TECI_PNEUHCP,2017,ALL,52.0,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2017,WQ1,37.7,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2017,WQ2,40.6,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2017,WQ3,51.8,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2017,WQ4,54.8,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2017,WQ5,75.5,Demographic and Health Survey 2017
SEN,TECI_PNEUHCP,2018,ALL,46.9,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2018,WQ1,39.2,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2018,WQ2,49.2,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2018,WQ3,57.4,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2018,WQ4,55.0,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2018,WQ5,34.5,Demographic and Health Survey 2018
SEN,TECI_PNEUHCP,2019,ALL,47.6,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2019,WQ1,46.7,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2019,WQ2,32.5,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2019,WQ3,42.7,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2019,WQ4,64.4,Demographic and Health Survey 2019
SEN,TECI_PNEUHCP,2019,WQ5,50.2,Demographic and Health Survey 2019
SLE,TECI_ORS,2000,ALL,41.5,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2000,WQ1,24.4,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2000,WQ2,34.5,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2000,WQ3,45.7,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2000,WQ4,46.2,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2000,WQ5,66.2,Multiple Indicator Cluster Survey 2000
SLE,TECI_ORS,2005,ALL,54.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2005,WQ1,43.4,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2005,WQ2,48.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2005,WQ3,47.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2005,WQ4,66.7,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2005,WQ5,75.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_ORS,2008,ALL,68.0,Demographic and Health Survey 2008
SLE,TECI_ORS,2010,ALL,72.6,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2010,WQ1,74.5,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2010,WQ2,72.7,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2010,WQ3,69.9,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2010,WQ4,75.7,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2010,WQ5,69.5,Multiple Indicator Cluster Survey 2010
SLE,TECI_ORS,2013,ALL,85.1,Demographic and Health Survey 2013
SLE,TECI_ORS,2013,WQ1,86.8,Demographic and Health Survey 2013
SLE,TECI_ORS,2013,WQ2,86.3,Demographic and Health Survey 2013
SLE,TECI_ORS,2013,WQ3,82.6,Demographic and Health Survey 2013
SLE,TECI_ORS,2013,WQ4,81.9,Demographic and Health Survey 2013
SLE,TECI_ORS,2013,WQ5,88.0,Demographic and Health Survey 2013
SLE,TECI_ORS,2017,ALL,77.7,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2017,WQ1,78.6,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2017,WQ2,80.0,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2017,WQ3,83.9,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2017,WQ4,72.3,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2017,WQ5,66.5,Multiple Indicator Cluster Survey 2017
SLE,TECI_ORS,2019,ALL,85.3,Demographic and Health Survey 2019
SLE,TECI_ORS,2019,WQ1,87.1,Demographic and Health Survey 2019
SLE,TECI_ORS,2019,WQ2,84.3,Demographic and Health Survey 2019
SLE,TECI_ORS,2019,WQ3,85.5,Demographic and Health Survey 2019
SLE,TECI_ORS,2019,WQ4,89.4,Demographic and Health Survey 2019
SLE,TECI_ORS,2019,WQ5,78.3,Demographic and Health Survey 2019
SLE,TECI_PNEUHCP,2000,ALL,50.0,Multiple Indicator Cluster Survey 2000
SLE,TECI_PNEUHCP,2000,WQ1,35.0,Multiple Indicator Cluster Survey 2000
SLE,TECI_PNEUHCP,2000,WQ2,44.0,Multiple Indicator Cluster Survey 2000
SLE,TECI_PNEUHCP,2000,WQ3,57.0,Multiple Indicator Cluster Survey 2000
SLE,TECI_PNEUHCP,2000,WQ4,61.0,Multiple Indicator Cluster Survey 2000
SLE,TECI_PNEUHCP,2005,ALL,48.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2005,WQ1,43.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2005,WQ2,44.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2005,WQ3,53.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2005,WQ4,55.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2005,WQ5,42.0,Multiple Indicator Cluster Survey 2005
SLE,TECI_PNEUHCP,2008,ALL,46.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2008,WQ1,39.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2008,WQ2,46.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2008,WQ3,49.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2008,WQ4,48.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2008,WQ5,46.0,Demographic and Health Survey 2008
SLE,TECI_PNEUHCP,2010,ALL,73.7,Multiple Indicator Cluster Survey 2010
SLE,TECI_PNEUHCP,2010,WQ1,71.9,Multiple Indicator Cluster Survey 2010
SLE,TECI_PNEUHCP,2010,WQ2,74.9,Multiple Indicator Cluster Survey 2010
SLE,TECI_PNEUHCP,2010,WQ3,76.1,Multiple Indicator Cluster Survey 2010
SLE,TECI_PNEUHCP,2010,WQ4,76.0,Multiple Indicator Cluster Survey 2010
SLE,TECI_PNEUHCP,2010,WQ5,63.0,Multiple Indicator Cluster Survey 2010
